occurred_date,highest_offense_description,family_violence,report_date_time,location_type,address,zip_code,council_district,apd_sector,apd_district,clearance_status,clearance_date,latitude,longitude,year,month,week,day
2019-01-05,RAPE,N,2019-01-07 00:28:00,RESIDENCE / HOME,3200 BLOCK W SLAUGHTER LN,78748.0,5.0,FR,1,N,2019-01-14 00:00:00,,,2019,1,1,5
2019-01-05,RAPE,N,2019-01-15 14:18:00,RESIDENCE / HOME,00 BLOCK UNKOWN,,,,,N,2019-04-15 00:00:00,,,2019,1,1,5
2019-01-05,AGG ASSAULT,N,2019-01-05 20:01:00,RESTAURANTS,2315 S CONGRESS AVE,78704.0,9.0,HE,1,N,2019-01-15 00:00:00,30.23935045,-97.75299097,2019,1,1,5
2019-01-05,AGG ROBBERY/DEADLY WEAPON,N,2019-01-05 01:42:00,PARKING LOTS / GARAGE,2211 W NORTH LOOP BLVD,78756.0,7.0,BA,6,N,2019-12-04 00:00:00,30.32478881,-97.74122979,2019,1,1,5
2019-01-05,AGG ROBBERY/DEADLY WEAPON,N,2019-01-05 23:47:00,PARKING LOTS / GARAGE,1301 CROSSING PL,78741.0,3.0,HE,3,N,2019-06-10 00:00:00,30.23653703,-97.71330141,2019,1,1,5
2019-01-05,AGG ROBBERY/DEADLY WEAPON,N,2019-01-05 23:15:00,STREETS / HWY / ROAD / ALLEY,1200 E 5TH ST,78702.0,3.0,CH,1,N,2019-04-22 00:00:00,30.26353937,-97.73081538,2019,1,1,5
2019-01-05,AGG ASSAULT,N,2019-01-05 02:17:00,BAR / NIGHT CLUB,10401 ANDERSON MILL RD,78750.0,6.0,AD,8,N,2019-01-21 00:00:00,30.44650265,-97.80562383,2019,1,1,5
2019-01-06,AGG ROBBERY/DEADLY WEAPON,N,2019-01-06 20:11:00,PARKING LOTS / GARAGE,1030 NORWOOD PARK BLVD,78753.0,4.0,ID,2,C,2019-02-20 00:00:00,30.3391525,-97.69116892,2019,1,1,6
2019-01-06,AGG ASSAULT,N,2019-01-06 01:18:00,PARKING LOTS / GARAGE,1934 RUTLAND DR,78758.0,4.0,ED,2,N,2019-03-18 00:00:00,30.37972058,-97.71302423,2019,1,1,6
2019-01-06,AGG ASSAULT,N,2019-01-06 11:46:00,RESIDENCE / HOME,200 CONGRESS AVE,78701.0,9.0,GE,4,C,2019-01-11 00:00:00,30.26459628,-97.74443007,2019,1,1,6
2019-01-06,AGG ROBBERY/DEADLY WEAPON,N,2019-01-06 22:44:00,PARKING LOTS / GARAGE,1113 RUTLAND DR,78758.0,4.0,ED,1,N,2019-02-13 00:00:00,30.36707309,-97.7016766,2019,1,1,6
2019-01-06,AGG ASSAULT,N,2019-01-06 02:42:00,STREETS / HWY / ROAD / ALLEY,60 EAST AVE,78701.0,9.0,GE,3,N,2019-01-17 00:00:00,30.25786889,-97.73830893,2019,1,1,6
2019-01-06,RAPE,N,2019-01-06 10:13:00,RESIDENCE / HOME,14300 BLOCK N IH 35 SVRD NB,78660.0,7.0,ED,6,C,2019-01-16 00:00:00,,,2019,1,1,6
2019-01-06,AGG ASSAULT,N,2019-01-06 22:42:00,STREETS / HWY / ROAD / ALLEY,9100 BLOCK NORTH PLZ,78753.0,4.0,ED,3,N,2019-01-09 00:00:00,30.35272161,-97.68670621,2019,1,1,6
2019-01-06,AGG ROBBERY/DEADLY WEAPON,N,2019-01-06 00:03:00,STREETS / HWY / ROAD / ALLEY,2500 AUDUBON PL,78741.0,3.0,HE,2,N,2019-01-06 00:00:00,30.23115284,-97.7407878,2019,1,1,6
2019-01-06,AGG ASSAULT,N,2019-01-06 21:21:00,RESIDENCE / HOME,5207 WOODLAND OAKS CT,78744.0,2.0,FR,5,N,2019-01-21 00:00:00,30.19510752,-97.74325578,2019,1,1,6
2019-01-06,AGG ROBBERY/DEADLY WEAPON,N,2019-01-06 11:07:00,CONVENIENCE STORE,1918 ROSEWOOD AVE,78702.0,1.0,CH,2,N,2019-06-26 00:00:00,30.27006915,-97.71827547,2019,1,1,6
2019-01-06,AGG ASSAULT,N,2019-01-06 07:10:00,HOTEL / MOTEL / ETC.,810 RED RIVER ST,78701.0,9.0,GE,1,N,2019-09-03 00:00:00,30.26915654,-97.73642123,2019,1,1,6
2019-01-07,AGG ROBBERY/DEADLY WEAPON,N,2019-01-07 05:57:00,PARKING LOTS / GARAGE,7033 E US 290 HWY SVRD EB,78723.0,1.0,ID,3,N,2019-02-13 00:00:00,30.32048257,-97.68608462,2019,1,2,7
2019-01-07,AGG ROBBERY/DEADLY WEAPON,N,2019-01-07 03:48:00,PARKING LOTS / GARAGE,1709 E SH 71 WB,78742.0,2.0,HE,8,N,2019-01-07 00:00:00,30.22110956,-97.67151624,2019,1,2,7
2019-01-07,AGG ROBBERY/DEADLY WEAPON,N,2019-01-07 01:44:00,STREETS / HWY / ROAD / ALLEY,7211 NORTHEAST DR,78723.0,1.0,ID,3,N,2019-02-13 00:00:00,30.32212322,-97.67923606,2019,1,2,7
2019-01-07,AGG ROBBERY/DEADLY WEAPON,N,2019-01-07 02:42:00,PARKING LOTS / GARAGE,6855 E US 290 HWY SVRD EB,78723.0,1.0,ID,3,C,2019-01-10 00:00:00,30.32066659,-97.68767105,2019,1,2,7
2019-01-07,AGG ASSAULT,N,2019-01-07 11:33:00,RESIDENCE / HOME,7204 INSPIRATION DR,78724.0,1.0,CH,7,N,2019-04-04 00:00:00,30.30959869,-97.65375505,2019,1,2,7
2019-01-08,AGG ROBBERY/DEADLY WEAPON,N,2019-01-08 21:05:00,RESTAURANTS,7110 CAMERON RD,78752.0,4.0,ID,1,N,2019-01-30 00:00:00,30.32600641,-97.6932061,2019,1,2,8
2019-01-09,AGG ASSAULT,N,2019-01-09 01:45:00,RESIDENCE / HOME,2102 NOGALES TRL,78744.0,2.0,FR,8,N,2019-01-15 00:00:00,30.18192002,-97.76620913,2019,1,2,9
2019-01-10,AGG ASSAULT,N,2019-01-10 05:35:00,RESIDENCE / HOME,2302 DURWOOD ST,78704.0,9.0,DA,1,N,2019-03-25 00:00:00,30.24193769,-97.7577335,2019,1,2,10
2019-01-10,AGG ASSAULT,N,2019-01-10 01:25:00,CONVENIENCE STORE,11724 RESEARCH BLVD SVRD SB,78759.0,10.0,AD,7,C,2019-01-10 00:00:00,30.41934013,-97.74789664,2019,1,2,10
2019-01-10,AGG ASSAULT,N,2019-01-10 16:17:00,STREETS / HWY / ROAD / ALLEY,SPRINGDALE RD / E US 290 HWY SVRD EB,78724.0,1.0,CH,7,N,2019-02-05 00:00:00,30.32816792,-97.65526531,2019,1,2,10
2019-01-10,AGG ROBBERY/DEADLY WEAPON,N,2019-01-10 13:01:00,RESIDENCE / HOME,8926 N LAMAR BLVD,78758.0,4.0,ED,1,N,2019-02-11 00:00:00,30.35875709,-97.69972149,2019,1,2,10
2019-01-11,AGG ASSAULT,N,2019-01-11 12:16:00,PARKING LOTS / GARAGE,13810 GEELONG DR,78660.0,,ED,8,C,2019-04-26 00:00:00,30.39618182,-97.61546741,2019,1,2,11
2019-01-12,RAPE,Y,2019-01-26 11:44:00,RESIDENCE / HOME,700 BLOCK TURTLE CREEK BLVD,78745.0,2.0,FR,4,,,,,2019,1,2,12
2019-01-12,RAPE,N,2019-01-13 20:07:00,PARKING LOTS / GARAGE,8800 BLOCK N IH 35 SVRD SB,78753.0,4.0,ED,1,N,2019-03-25 00:00:00,,,2019,1,2,12
2019-01-12,RAPE,Y,2019-02-12 17:14:00,RESIDENCE / HOME,200 BLOCK PEDERNALES ST,78702.0,3.0,CH,1,N,2019-02-14 00:00:00,,,2019,1,2,12
2019-01-12,AGG ASSAULT,N,2019-01-12 08:51:00,OTHER / UNKNOWN,7309 CAMERON RD,78752.0,4.0,ID,2,C,2019-01-12 00:00:00,30.32823802,-97.69018692,2019,1,2,12
2019-01-12,AGG ASSAULT,N,2019-01-12 07:30:00,CONVENIENCE STORE,8900 N LAMAR BLVD,78758.0,4.0,ED,1,N,2019-01-28 00:00:00,30.35828676,-97.70039084,2019,1,2,12
2019-01-12,AGG ASSAULT,N,2019-01-12 17:03:00,PARKING LOTS / GARAGE,814 E RUNDBERG LN,78753.0,4.0,ED,7,N,2019-01-17 00:00:00,30.35785478,-97.68661927,2019,1,2,12
2019-01-13,AGG ASSAULT,N,2019-01-13 07:11:00,STREETS / HWY / ROAD / ALLEY,2237 E RIVERSIDE DR,78741.0,3.0,HE,2,N,2019-01-13 00:00:00,30.23820652,-97.72624311,2019,1,2,13
2019-01-13,AGG ROBBERY/DEADLY WEAPON,N,2019-01-13 18:03:00,PARKING LOTS / GARAGE,7201 COLONY LOOP DR,78724.0,1.0,CH,7,N,2019-02-28 00:00:00,30.30039276,-97.63603557,2019,1,2,13
2019-01-13,AGG ROBBERY/DEADLY WEAPON,N,2019-01-13 20:57:00,PARK / PLAYGROUND,13858 N US 183 HWY SVRD SB,78750.0,6.0,AD,6,O,2019-01-15 00:00:00,30.46646105,-97.79749923,2019,1,2,13
2019-01-13,AGG ROBBERY/DEADLY WEAPON,N,2019-01-13 21:55:00,RESIDENCE / HOME,1124 RUTLAND DR,78758.0,4.0,ED,1,N,2019-03-19 00:00:00,30.36871033,-97.70372535,2019,1,2,13
2019-01-14,AGG ASSAULT,N,2019-01-14 08:43:00,STREETS / HWY / ROAD / ALLEY,E 6TH ST / TRINITY ST,78701.0,9.0,GE,2,C,2019-01-14 00:00:00,30.26706768,-97.73934174,2019,1,3,14
2019-01-14,AGG ROBBERY/DEADLY WEAPON,N,2019-01-14 01:15:00,PARKING LOTS / GARAGE,2207 WICKERSHAM LN,78741.0,3.0,HE,4,N,2019-01-14 00:00:00,30.22899132,-97.72063244,2019,1,3,14
2019-01-15,AGG ASSAULT,N,2019-01-15 14:55:00,STREETS / HWY / ROAD / ALLEY,5008 CAPE VERDE CV,78744.0,2.0,FR,5,N,2019-03-11 00:00:00,30.19353807,-97.74017927,2019,1,3,15
2019-01-15,RAPE,N,2019-04-22 13:26:00,RESIDENCE / HOME,2700 BLOCK SAN PEDRO ST,78705.0,9.0,BA,3,N,2019-05-17 00:00:00,,,2019,1,3,15
2019-01-15,AGG ASSAULT,N,2019-01-15 07:56:00,STREETS / HWY / ROAD / ALLEY,2210 SANTA ROSA ST,78702.0,3.0,CH,1,N,2019-03-04 00:00:00,30.25858374,-97.71841229,2019,1,3,15
2019-01-15,AGG ASSAULT,N,2019-01-15 07:20:00,PARK / PLAYGROUND,4800 COPPERBEND BLVD,78744.0,2.0,FR,5,N,2019-01-21 00:00:00,30.19901395,-97.73936421,2019,1,3,15
2019-01-15,RAPE,N,2019-01-17 14:41:00,RESIDENCE / HOME,1800 BLOCK HOLLY ST,78702.0,3.0,CH,1,N,2019-01-20 00:00:00,,,2019,1,3,15
2019-01-15,AGG ROBBERY/DEADLY WEAPON,N,2019-01-15 20:35:00,RESIDENCE / HOME,2305 RIO GRANDE ST,78705.0,9.0,BA,1,N,2019-04-10 00:00:00,30.287197,-97.7444894,2019,1,3,15
2019-01-16,AGG ASSAULT,N,2019-01-16 17:37:00,STREETS / HWY / ROAD / ALLEY,4361 S CONGRESS AVE,78745.0,3.0,DA,3,C,2019-01-16 00:00:00,30.21795096,-97.76657845,2019,1,3,16
2019-01-16,RAPE,N,2019-01-25 17:17:00,RESIDENCE / HOME,1000 BLOCK CLAYTON LN,78723.0,4.0,ID,5,N,2019-02-05 00:00:00,,,2019,1,3,16
2019-01-16,RAPE,N,2019-01-16 08:31:00,RESIDENCE / HOME,3100 BLOCK S IH 35 SVRD NB,78741.0,3.0,HE,2,N,2019-06-13 00:00:00,,,2019,1,3,16
2019-01-17,AGG ASSAULT,N,2019-01-17 23:41:00,STREETS / HWY / ROAD / ALLEY,1908 WAGON CROSSING PATH,78744.0,2.0,FR,5,C,2019-01-19 00:00:00,30.1949182,-97.75909778,2019,1,3,17
2019-01-17,RAPE,N,2019-01-20 04:15:00,RESIDENCE / HOME,600 BLOCK MASTERSON PASS,78753.0,4.0,ED,1,N,2019-05-29 00:00:00,,,2019,1,3,17
2019-01-17,RAPE,N,2019-01-17 12:12:00,RESIDENCE / HOME,4600 BLOCK W GUADALUPE ST,78751.0,9.0,BA,5,N,2019-02-13 00:00:00,,,2019,1,3,17
2019-01-18,RAPE,N,2019-01-19 07:40:00,RESIDENCE / HOME,11900 BLOCK ANDERSON MILL RD,78613.0,,88,88,N,2019-02-08 00:00:00,,,2019,1,3,18
2019-01-19,RAPE,Y,2019-02-06 14:12:00,PARK / PLAYGROUND,1300 BLOCK W 10TH ST,78703.0,9.0,BA,2,C,2019-04-04 00:00:00,,,2019,1,3,19
2019-01-19,AGG ASSAULT,N,2019-01-19 02:28:00,STREETS / HWY / ROAD / ALLEY,300 CONGRESS AVE,78701.0,9.0,GE,4,C,2019-01-29 00:00:00,30.26535591,-97.74391225,2019,1,3,19
2019-01-20,AGG ROBBERY/DEADLY WEAPON,N,2019-01-24 15:16:00,PARKING LOTS / GARAGE,8600 N FM 620 RD,78726.0,6.0,AD,8,N,2019-02-05 00:00:00,30.42518946,-97.84512323,2019,1,3,20
2019-01-20,CAPITAL MURDER,N,2019-01-20 22:00:00,RESIDENCE / HOME,9036 N LAMAR BLVD,78758.0,4.0,ED,1,,,30.36030464,-97.69887365,2019,1,3,20
2019-01-20,RAPE,N,2019-01-20 16:34:00,RESIDENCE / HOME,1100 BLOCK GARDNER CV,78721.0,3.0,CH,5,N,2019-03-06 00:00:00,,,2019,1,3,20
2019-01-20,AGG ROBBERY/DEADLY WEAPON,N,2019-01-20 19:35:00,PARKING LOTS / GARAGE,12800 TURTLE ROCK RD,78729.0,6.0,AD,4,N,2019-06-20 00:00:00,30.45157753,-97.7741391,2019,1,3,20
2019-01-20,RAPE,N,2019-01-22 12:45:00,RESIDENCE / HOME,500 BLOCK BATTLE BEND BLVD,78745.0,3.0,DA,3,C,2019-04-15 00:00:00,,,2019,1,3,20
2019-01-21,AGG ASSAULT,N,2019-01-21 23:46:00,PARKING LOTS / GARAGE,7610 CAMERON RD,78752.0,4.0,ID,1,N,2019-02-07 00:00:00,30.33173988,-97.6883503,2019,1,4,21
2019-01-21,AGG ROBBERY/DEADLY WEAPON,N,2019-01-21 01:39:00,PARKING LOTS / GARAGE,744 W WILLIAM CANNON DR,78745.0,2.0,FR,4,N,2019-01-22 00:00:00,30.19835668,-97.78926252,2019,1,4,21
2019-01-21,AGG ASSAULT,N,2019-01-21 18:10:00,STREETS / HWY / ROAD / ALLEY,5812 N IH 35 SVRD SB,78751.0,4.0,ID,6,N,2019-01-29 00:00:00,30.3198323,-97.70796135,2019,1,4,21
2019-01-21,AGG ROBBERY/DEADLY WEAPON,N,2019-01-21 22:44:00,GAS / SERVICE STATIONS,12800 PEARCE LN,78617.0,2.0,HE,7,C,2019-01-22 00:00:00,30.16925033,-97.62218829,2019,1,4,21
2019-01-22,RAPE,Y,2019-01-24 14:36:00,PARKING LOTS / GARAGE,4400 BLOCK E OLTORF ST,78741.0,3.0,HE,4,C,2019-04-04 00:00:00,,,2019,1,4,22
2019-01-22,RAPE,N,2019-01-22 19:49:00,RESIDENCE / HOME,7500 BLOCK EASTCREST DR,78752.0,4.0,ID,8,N,2019-01-23 00:00:00,,,2019,1,4,22
2019-01-22,AGG ASSAULT,N,2019-01-22 19:38:00,HOTEL / MOTEL / ETC.,6201 E US 290 HWY SVRD EB,78723.0,1.0,ID,5,N,2019-01-23 00:00:00,30.32143685,-97.70278181,2019,1,4,22
2019-01-23,RAPE,Y,2019-01-27 11:35:00,RESIDENCE / HOME,8200 BLOCK SAM RAYBURN DR,78753.0,4.0,ED,1,N,2019-04-04 00:00:00,,,2019,1,4,23
2019-01-23,AGG ASSAULT,N,2019-01-23 07:24:00,HOTEL / MOTEL / ETC.,400 E 4TH ST,78701.0,9.0,GE,2,N,2019-01-31 00:00:00,30.26521249,-97.73981298,2019,1,4,23
2019-01-24,AGG ASSAULT,N,2019-01-24 17:53:00,CONSTRUCTION SITE,2200 NUECES ST,78705.0,9.0,BA,1,,,30.28541375,-97.74416644,2019,1,4,24
2019-01-24,AGG ROBBERY/DEADLY WEAPON,N,2019-01-24 15:50:00,RESTAURANTS,9306 N LAMAR BLVD,78758.0,4.0,ED,1,C,2019-01-28 00:00:00,30.36254566,-97.69817811,2019,1,4,24
2019-01-24,AGG ASSAULT,N,2019-01-24 15:25:00,OTHER / UNKNOWN,2605 S IH 35 SVRD NB,78741.0,3.0,HE,2,C,2019-01-24 00:00:00,30.23001189,-97.74257626,2019,1,4,24
2019-01-25,CAPITAL MURDER,N,2019-01-25 17:55:00,STREETS / HWY / ROAD / ALLEY,8100 BLOCK SONNET AVE,78759.0,10.0,BA,8,C,2019-01-25 00:00:00,30.36601926,-97.74599571,2019,1,4,25
2019-01-25,AGG ROBBERY/DEADLY WEAPON,N,2019-01-25 09:51:00,DEPARTMENT / DISCOUNT STORE,2025 GUADALUPE ST,78705.0,9.0,BA,1,C,2019-01-25 00:00:00,30.28362462,-97.74164752,2019,1,4,25
2019-01-25,AGG ROBBERY/DEADLY WEAPON,N,2019-01-25 21:10:00,HOTEL / MOTEL / ETC.,6201 E US 290 HWY SVRD EB,78723.0,1.0,ID,5,N,2019-04-23 00:00:00,30.32143685,-97.70278181,2019,1,4,25
2019-01-26,AGG ASSAULT,N,2019-01-26 02:59:00,STREETS / HWY / ROAD / ALLEY,522 E 6TH ST,78701.0,9.0,GE,2,N,2019-04-11 00:00:00,30.26680379,-97.73731149,2019,1,4,26
2019-01-26,AGG ROBBERY/DEADLY WEAPON,N,2019-01-26 02:49:00,PARKING LOTS / GARAGE,12151 N IH 35 SVRD NB,78753.0,1.0,ED,7,N,2019-02-28 00:00:00,30.39438783,-97.67065387,2019,1,4,26
2019-01-26,AGG ASSAULT,N,2019-01-26 01:39:00,RESIDENCE / HOME,1708 RUTLAND DR,78758.0,4.0,ED,2,N,2019-02-13 00:00:00,30.37452301,-97.71049777,2019,1,4,26
2019-01-26,AGG ASSAULT,N,2019-01-29 13:54:00,PARKING LOTS / GARAGE,N IH 35 SVRD NB / E 7TH ST,78702.0,3.0,CH,1,N,2019-03-07 00:00:00,30.26656888,-97.73386417,2019,1,4,26
2019-01-26,AGG ROBBERY/DEADLY WEAPON,N,2019-01-26 15:50:00,STREETS / HWY / ROAD / ALLEY,6700 FELIX AVE,78741.0,3.0,HE,5,C,2019-06-06 00:00:00,30.23349736,-97.69264998,2019,1,4,26
2019-01-27,AGG ROBBERY/DEADLY WEAPON,N,2019-01-27 18:48:00,RESIDENCE / HOME,1730 E OLTORF ST,78741.0,9.0,HE,1,N,2019-01-27 00:00:00,30.23292142,-97.73739875,2019,1,4,27
2019-01-27,AGG ROBBERY/DEADLY WEAPON,N,2019-01-27 10:32:00,CONVENIENCE STORE,1600 OHLEN RD,78758.0,4.0,ED,2,N,2019-04-04 00:00:00,30.36436584,-97.71534125,2019,1,4,27
2019-01-27,AGG ASSAULT,N,2019-01-27 21:10:00,RESIDENCE / HOME,404 W STASSNEY LN,78745.0,3.0,DA,3,N,2019-02-01 00:00:00,30.20750887,-97.77899949,2019,1,4,27
2019-01-27,AGG ROBBERY/DEADLY WEAPON,Y,2019-01-27 22:25:00,RESIDENCE / HOME,744 W WILLIAM CANNON DR,78745.0,2.0,FR,4,C,2019-02-06 00:00:00,30.19835668,-97.78926252,2019,1,4,27
2019-01-27,RAPE,N,2019-01-29 20:13:00,HOTEL / MOTEL / ETC.,2700 BLOCK S IH 35 NB,78741.0,3.0,HE,2,N,2019-05-29 00:00:00,,,2019,1,4,27
2019-01-27,AGG ASSAULT,N,2019-01-29 19:18:00,RESIDENCE / HOME,2250 RIDGEPOINT DR,78754.0,1.0,ID,2,N,2019-03-12 00:00:00,30.33058555,-97.67615288,2019,1,4,27
2019-01-28,AGG ROBBERY/DEADLY WEAPON,N,2019-01-31 19:48:00,PARKING LOTS / GARAGE,12300 HYMEADOW DR,78750.0,6.0,AD,6,N,2019-03-19 00:00:00,30.45403435,-97.79788023,2019,1,5,28
2019-01-28,AGG ASSAULT,N,2019-01-28 15:30:00,STREETS / HWY / ROAD / ALLEY,12195 METRIC BLVD,78758.0,7.0,ED,4,C,2019-01-28 00:00:00,30.40720468,-97.69676063,2019,1,5,28
2019-01-28,AGG ASSAULT,N,2019-01-28 19:29:00,PARKING LOTS / GARAGE,1017 BARTON SPRINGS RD,78704.0,9.0,DA,1,C,2019-01-28 00:00:00,30.25994458,-97.75543457,2019,1,5,28
2019-01-29,AGG ASSAULT,N,2019-01-29 11:24:00,STREETS / HWY / ROAD / ALLEY,8610 N LAMAR BLVD,78758.0,4.0,ED,2,C,2019-01-30 00:00:00,30.3551549,-97.70364774,2019,1,5,29
2019-01-29,RAPE,N,2019-03-24 15:23:00,OTHER / UNKNOWN,2700 BLOCK RIO GRANDE ST,78705.0,9.0,BA,1,N,2019-06-11 00:00:00,,,2019,1,5,29
2019-01-29,AGG ASSAULT,N,2019-01-29 20:47:00,STREETS / HWY / ROAD / ALLEY,1126 TILLERY ST,78702.0,3.0,CH,2,N,2019-02-26 00:00:00,30.26830969,-97.70138722,2019,1,5,29
2019-01-29,AGG ASSAULT,Y,2019-01-29 23:54:00,HOTEL / MOTEL / ETC.,6603 N IH 35 SVRD NB,78752.0,4.0,ID,1,C,2019-01-30 00:00:00,30.3268287,-97.70297087,2019,1,5,29
2019-01-29,AGG ASSAULT,N,2019-01-29 19:30:00,RESIDENCE / HOME,2200 S PLEASANT VALLEY RD,78741.0,3.0,HE,2,N,2019-02-01 00:00:00,30.23154682,-97.7260523,2019,1,5,29
2019-01-29,AGG ROBBERY/DEADLY WEAPON,N,2019-01-29 11:55:00,STREETS / HWY / ROAD / ALLEY,900 BLACKSON AVE,78752.0,4.0,ID,1,N,2019-02-07 00:00:00,30.33418307,-97.69961549,2019,1,5,29
2019-01-30,AGG ASSAULT,N,2019-01-30 11:49:00,STREETS / HWY / ROAD / ALLEY,1300 PAYTON GIN RD,78758.0,4.0,ED,2,C,2019-02-25 00:00:00,30.36228164,-97.71012021,2019,1,5,30
2019-01-30,AGG ASSAULT,N,2019-01-30 09:30:00,PARKING LOTS / GARAGE,8610 N LAMAR BLVD,78758.0,4.0,ED,2,C,2019-01-30 00:00:00,30.3551549,-97.70364774,2019,1,5,30
2019-01-31,AGG ASSAULT,N,2019-01-31 17:00:00,STREETS / HWY / ROAD / ALLEY,5700 MESQUITE GROVE RD,78744.0,2.0,FR,6,,,30.19085648,-97.73475191,2019,1,5,31
2019-01-31,AGG ROBBERY/DEADLY WEAPON,N,2019-02-01 11:12:00,STREETS / HWY / ROAD / ALLEY,6600 BLOCK E RIVERSIDE DR,78741.0,3.0,HE,5,N,2019-03-15 00:00:00,30.2238152,-97.70035421,2019,1,5,31
2019-02-01,AGG ASSAULT,N,2019-02-01 23:22:00,PARKING LOTS / GARAGE,2224 E RIVERSIDE DR,78741.0,3.0,HE,2,N,2019-04-03 00:00:00,30.23883312,-97.72540895,2019,2,5,1
