occurred_date_time,highest_offense_description,family_violence,report_date_time,location_type,address,zip_code,council_district,apd_sector,apd_district,clearance_status,clearance_date,latitude,longitude,year,month,week,day,hour
2018-01-11 15:18:00,AGG ASSAULT,N,2018-01-11 19:16:00,STREETS / HWY / ROAD / ALLEY,7700 N IH 35 SVRD NB,78752.0,4.0,ID,1,C,2018-01-11 00:00:00,30.33852259,-97.69985533,2018,1,2,11,15
2018-01-11 22:45:00,AGG ASSAULT,N,2018-01-11 23:27:00,RESIDENCE / HOME,8801 MC CANN DR,78757.0,7.0,BA,6,N,2018-03-21 00:00:00,30.37272819,-97.72945473,2018,1,2,11,22
2018-01-12 00:23:00,RAPE,N,2018-01-12 00:23:00,RESIDENCE / HOME,11900 BLOCK SUNHILLOW BND,78758.0,7.0,ED,4,O,2018-03-06 00:00:00,,,2018,1,2,12,0
2018-01-12 17:00:00,RAPE,N,2018-01-27 22:56:00,FIELD / WOODS,1100 BLOCK SOUTH TRACE DR,78745.0,2.0,FR,4,C,2018-07-03 00:00:00,,,2018,1,2,12,17
2018-01-13 00:30:00,AGG ASSAULT,N,2018-01-13 01:12:00,RESIDENCE / HOME,1815 WEBBERVILLE RD,78721.0,1.0,CH,5,C,2018-01-25 00:00:00,30.28229603,-97.67636668,2018,1,2,13,0
2018-01-13 01:21:00,AGG ROBBERY/DEADLY WEAPON,N,2018-01-13 03:02:00,STREETS / HWY / ROAD / ALLEY,4300 BLOCK NORWOOD LN,78744.0,2.0,HE,6,N,2018-03-21 00:00:00,30.18924746,-97.68681507,2018,1,2,13,1
2018-01-13 03:35:00,AGG ASSAULT,N,2018-01-13 03:44:00,CONVENIENCE STORE,8900 N LAMAR BLVD,78758.0,4.0,ED,1,N,2018-02-07 00:00:00,30.35828676,-97.70039084,2018,1,2,13,3
2018-01-13 14:06:00,AGG ASSAULT,N,2018-01-13 15:00:00,PARKING LOTS / GARAGE,11441 N IH 35 SVRD NB,78753.0,1.0,ED,7,N,2018-01-19 00:00:00,30.37919124,-97.67300854,2018,1,2,13,14
2018-01-13 15:05:00,AGG ASSAULT,N,2018-01-13 15:05:00,STREETS / HWY / ROAD / ALLEY,2400 S CONGRESS AVE,78704.0,3.0,DA,2,N,2018-02-15 00:00:00,30.23829084,-97.75459354,2018,1,2,13,15
2018-01-13 17:00:00,AGG ASSAULT,N,2018-01-13 20:32:00,RESTAURANTS,S CONGRESS AVE / W OLTORF ST,78704.0,9.0,DA,2,N,2018-01-30 00:00:00,30.23875891,-97.75352625,2018,1,2,13,17
2018-01-13 19:58:00,AGG ROBBERY/DEADLY WEAPON,N,2018-01-13 19:59:00,SPECIALTY  STORE (TV  FUR ETC.),6504 AIRPORT BLVD,78752.0,4.0,ID,6,N,2018-03-05 00:00:00,30.33010473,-97.71575412,2018,1,2,13,19
2018-01-13 21:43:00,AGG ROBBERY/DEADLY WEAPON,N,2018-01-13 21:43:00,OTHER / UNKNOWN,5403 CAMERON RD,78723.0,4.0,ID,5,N,2018-03-05 00:00:00,30.31181222,-97.70608102,2018,1,2,13,21
2018-01-14 07:12:00,RAPE,Y,2018-01-14 07:12:00,RESIDENCE / HOME,400 BLOCK E WILLIAM CANNON DR,78745.0,2.0,FR,4,N,2019-01-31 00:00:00,,,2018,1,2,14,7
2018-01-14 07:29:00,RAPE,N,2018-01-14 07:29:00,RESIDENCE / HOME,8800 BLOCK S 1ST ST,78748.0,2.0,FR,3,N,2018-06-13 00:00:00,,,2018,1,2,14,7
2018-01-14 21:04:00,AGG ROBBERY/DEADLY WEAPON,N,2018-01-14 21:16:00,RESTAURANTS,7112 ED BLUESTEIN BLVD SVRD SB,78723.0,1.0,CH,4,C,2018-01-30 00:00:00,30.31255869,-97.66380113,2018,1,2,14,21
2018-01-14 21:53:00,RAPE,N,2018-01-14 21:53:00,RESIDENCE / HOME,300 BLOCK W MOCKINGBIRD LN,78745.0,3.0,DA,3,N,2018-05-20 00:00:00,,,2018,1,2,14,21
2018-01-15 00:23:00,AGG ASSAULT,N,2018-01-15 02:24:00,STREETS / HWY / ROAD / ALLEY,10010 N LAMAR BLVD,78758.0,4.0,ED,1,N,2018-01-30 00:00:00,30.36980699,-97.69364689,2018,1,3,15,0
2018-01-15 04:57:00,RAPE,N,2018-01-15 04:57:00,STREETS / HWY / ROAD / ALLEY,1800 BLOCK FORT VIEW RD,78704.0,5.0,DA,2,N,2018-08-23 00:00:00,,,2018,1,3,15,4
2018-01-15 12:35:00,RAPE,N,2018-01-15 12:35:00,HOTEL / MOTEL / ETC.,12600 BLOCK HYMEADOW DR,78729.0,6.0,AD,5,N,2018-02-02 00:00:00,,,2018,1,3,15,12
2018-01-15 20:11:00,AGG ASSAULT,N,2018-01-15 20:55:00,STREETS / HWY / ROAD / ALLEY,N US 183 HWY SVRD SB / SPICEWOOD SPRINGS RD,78750.0,6.0,AD,6,C,2018-01-15 00:00:00,30.43408286,-97.77015376,2018,1,3,15,20
2018-01-15 21:01:00,AGG ROBBERY/DEADLY WEAPON,N,2018-01-15 21:02:00,DEPARTMENT / DISCOUNT STORE,6729 MANOR RD,78723.0,1.0,CH,4,C,2018-04-05 00:00:00,30.31100496,-97.6659268,2018,1,3,15,21
2018-01-16 07:00:00,AGG ROBBERY/DEADLY WEAPON,N,2018-01-16 07:11:00,PARK / PLAYGROUND,2701 E 7TH ST,78702.0,3.0,CH,1,N,2018-04-17 00:00:00,30.25955661,-97.71137775,2018,1,3,16,7
2018-01-16 07:55:00,AGG ROBBERY/DEADLY WEAPON,N,2018-01-16 07:55:00,STREETS / HWY / ROAD / ALLEY,E 12TH ST / HARVEY ST,78702.0,1.0,CH,2,N,2018-01-17 00:00:00,30.27635424,-97.70365224,2018,1,3,16,7
2018-01-16 09:50:00,AGG ROBBERY/DEADLY WEAPON,N,2018-01-16 11:13:00,CONVENIENCE STORE,6715 E US 290 HWY SVRD EB,78723.0,1.0,ID,5,C,2018-01-19 00:00:00,30.320618300000003,-97.69146404,2018,1,3,16,9
2018-01-16 14:21:00,AGG ROBBERY/DEADLY WEAPON,N,2018-01-16 16:08:00,RESIDENCE / HOME,8715 W SH 71,78736.0,8.0,DA,6,N,2018-05-01 00:00:00,30.25024463,-97.89596426,2018,1,3,16,14
2018-01-16 17:00:00,RAPE,Y,2018-01-17 02:43:00,HOTEL / MOTEL / ETC.,2700 BLOCK S IH 35 SVRD NB,78741.0,3.0,HE,2,N,2018-06-26 00:00:00,,,2018,1,3,16,17
2018-01-16 17:34:00,AGG ROBBERY/DEADLY WEAPON,N,2018-01-16 17:34:00,PARK / PLAYGROUND,6700 SHADY CEDAR DR,78744.0,2.0,FR,8,N,2018-02-15 00:00:00,30.17710152,-97.74748957,2018,1,3,16,17
2018-01-17 00:40:00,AGG ASSAULT,N,2018-01-17 02:04:00,GROCERY / SUPERMARKET,14028 N US 183 HWY SVRD SB,78613.0,6.0,AD,6,N,2018-02-01 00:00:00,30.47739753,-97.80299687,2018,1,3,17,0
2018-01-17 06:58:00,AGG ROBBERY/DEADLY WEAPON,N,2018-01-17 06:58:00,RESTAURANTS,6208 CAMERON RD,78723.0,1.0,ID,5,N,2018-02-12 00:00:00,30.32007907,-97.69706797,2018,1,3,17,6
2018-01-17 15:23:00,RAPE,N,2018-01-17 15:23:00,STREETS / HWY / ROAD / ALLEY,6200 BLOCK N LAMAR BLVD,78757.0,7.0,ID,7,N,2018-05-31 00:00:00,,,2018,1,3,17,15
2018-01-17 16:00:00,AGG ASSAULT,N,2018-01-17 22:46:00,STREETS / HWY / ROAD / ALLEY,E CESAR CHAVEZ ST / SAN MARCOS ST,78702.0,3.0,CH,1,C,2018-05-03 00:00:00,30.26056656,-97.73462458,2018,1,3,17,16
2018-01-17 18:25:00,AGG ASSAULT,N,2018-01-17 18:26:00,PARKING LOTS / GARAGE,1800 S CONGRESS AVE,78704.0,9.0,DA,1,N,2018-04-25 00:00:00,30.24603379,-97.75135519,2018,1,3,17,18
2018-01-17 19:19:00,AGG ASSAULT,N,2018-01-17 19:19:00,STREETS / HWY / ROAD / ALLEY,501 E 8TH ST,78701.0,9.0,GE,2,N,2018-01-18 00:00:00,30.26835472,-97.73743455,2018,1,3,17,19
2018-01-18 10:07:00,AGG ROBBERY/DEADLY WEAPON,N,2018-01-18 10:07:00,CONVENIENCE STORE,2915 E MARTIN LUTHER KING JR BLVD,78702.0,1.0,CH,3,N,2018-10-01 00:00:00,30.28177567,-97.70783339,2018,1,3,18,10
2018-01-18 10:11:00,AGG ROBBERY/DEADLY WEAPON,N,2018-01-18 10:11:00,CONVENIENCE STORE,1197 HARGRAVE ST,78702.0,1.0,CH,2,N,2018-10-01 00:00:00,30.27553932,-97.70750234,2018,1,3,18,10
2018-01-18 17:25:00,AGG ASSAULT,N,2018-01-18 18:29:00,PARKING LOTS / GARAGE,3401 W PARMER LN,78727.0,7.0,AD,3,N,2018-02-01 00:00:00,30.420921500000002,-97.70967635,2018,1,3,18,17
2018-01-18 22:00:00,RAPE,Y,2018-01-20 22:30:00,RESIDENCE / HOME,9800 BLOCK CHILDRESS DR,78753.0,4.0,ED,7,N,2018-06-01 00:00:00,,,2018,1,3,18,22
2018-01-19 12:00:00,RAPE,N,2019-02-19 15:44:00,RESIDENCE / HOME,1700 BLOCK NELMS DR,78744.0,2.0,FR,8,N,2019-11-20 00:00:00,,,2018,1,3,19,12
2018-01-19 14:59:00,AGG ASSAULT,N,2018-01-19 17:01:00,GROCERY / SUPERMARKET,9300 S IH 35 SVRD SB,78748.0,5.0,FR,2,C,2018-01-19 00:00:00,30.16548757,-97.78952006,2018,1,3,19,14
2018-01-19 17:07:00,AGG ASSAULT,N,2018-01-19 17:07:00,CONSTRUCTION SITE,4500 S PLEASANT VALLEY RD,78744.0,2.0,FR,5,C,2018-05-24 00:00:00,30.2045923,-97.74225104,2018,1,3,19,17
2018-01-19 18:56:00,AGG ASSAULT,N,2018-01-19 18:56:00,RESIDENCE / HOME,1711 RUTLAND DR,78758.0,4.0,ED,2,N,2018-01-24 00:00:00,30.37521409,-97.71174462,2018,1,3,19,18
2018-01-19 22:35:00,AGG ROBBERY/DEADLY WEAPON,N,2018-01-19 22:35:00,GAS / SERVICE STATIONS,3708 SOUTHRIDGE DR,78704.0,5.0,DA,2,N,2018-03-20 00:00:00,30.23199815,-97.77764865,2018,1,3,19,22
2018-01-20 01:51:00,RAPE,Y,2018-01-20 01:51:00,RESIDENCE / HOME,1600 BLOCK E RIVERSIDE DR,78741.0,9.0,HE,1,C,2018-01-20 00:00:00,,,2018,1,3,20,1
2018-01-20 10:00:00,RAPE,N,2018-01-21 23:50:00,RESIDENCE / HOME,500 BLOCK TEABERRY CIR,78745.0,2.0,FR,3,N,2018-01-22 00:00:00,,,2018,1,3,20,10
2018-01-20 11:13:00,RAPE,N,2018-01-20 11:13:00,HOTEL / MOTEL / ETC.,5300 BLOCK N IH 35 SVRD SB,78751.0,4.0,ID,6,N,2018-01-25 00:00:00,,,2018,1,3,20,11
2018-01-20 12:57:00,AGG ASSAULT,N,2018-01-20 18:07:00,TRANSPORTATION (AIR / BUS / TRAIN - TERMINALS),S 1ST ST / W OLTORF ST,78704.0,9.0,DA,1,N,2018-01-29 00:00:00,30.24211056,-97.75962949,2018,1,3,20,12
2018-01-20 19:43:00,AGG ROBBERY/DEADLY WEAPON,N,2018-01-20 19:43:00,OTHER / UNKNOWN,7208 CAMERON RD,78752.0,4.0,ID,1,N,2018-03-05 00:00:00,30.32638003,-97.69251739,2018,1,3,20,19
2018-01-21 00:40:00,AGG ASSAULT,N,2018-01-21 00:40:00,RESIDENCE / HOME,7109 CARVER AVE,78752.0,4.0,ID,1,N,2018-03-17 00:00:00,30.33031703,-97.69926129,2018,1,3,21,0
2018-01-21 02:40:00,AGG ASSAULT,N,2018-01-21 03:55:00,PARKING LOTS / GARAGE,100 W 4TH ST,78701.0,9.0,GE,1,N,2018-02-07 00:00:00,30.26643735,-97.74366779,2018,1,3,21,2
2018-01-21 03:58:00,AGG ROBBERY/DEADLY WEAPON,N,2018-01-21 03:58:00,BAR / NIGHT CLUB,6021 N IH 35 SVRD NB,78723.0,1.0,ID,5,N,2018-03-16 00:00:00,30.32134573,-97.70638575,2018,1,3,21,3
2018-01-21 06:32:00,AGG ROBBERY/DEADLY WEAPON,N,2018-01-21 07:02:00,RESTAURANTS,5604 CAMERON RD,78723.0,4.0,ID,5,C,2018-05-31 00:00:00,30.31410551,-97.70404363,2018,1,3,21,6
2018-01-21 16:46:00,MURDER,Y,2018-01-21 16:46:00,STREETS / HWY / ROAD / ALLEY,5300 BLOCK WELLINGTON DR,78723.0,1.0,ID,4,C,2018-01-22 00:00:00,30.30098396,-97.68549425,2018,1,3,21,16
2018-01-21 21:14:00,AGG ROBBERY/DEADLY WEAPON,N,2018-01-21 22:01:00,GROCERY / SUPERMARKET,5811 BERKMAN DR,78723.0,4.0,ID,4,N,2018-01-27 00:00:00,30.31236783,-97.69296426,2018,1,3,21,21
2018-01-21 21:15:00,AGG ROBBERY/DEADLY WEAPON,N,2018-01-21 22:17:00,CONVENIENCE STORE,500 E 51ST ST,78751.0,9.0,ID,6,C,2018-05-15 00:00:00,30.31406093,-97.71907724,2018,1,3,21,21
2018-01-22 00:20:00,AGG ASSAULT,N,2018-01-22 00:20:00,PARKING LOTS / GARAGE,7000 DECKER LN,78724.0,1.0,CH,7,N,2018-02-01 00:00:00,30.29674707,-97.62618511,2018,1,4,22,0
2018-01-22 02:00:00,RAPE,Y,2018-01-23 12:02:00,GOVERNMENT / PUBLIC BUILDING,1500 BLOCK GROVE BLVD,78741.0,3.0,HE,3,N,2018-02-22 00:00:00,,,2018,1,4,22,2
2018-01-22 18:00:00,RAPE,N,2018-01-25 17:33:00,RESIDENCE / HOME,14100 BLOCK THERMAL DR,78728.0,,88,88,C,2018-06-07 00:00:00,,,2018,1,4,22,18
2018-01-22 19:15:00,AGG ASSAULT,N,2018-01-22 19:15:00,STREETS / HWY / ROAD / ALLEY,8411 RIVERSTONE DR,78724.0,1.0,CH,7,N,2018-01-27 00:00:00,30.29358315,-97.62770327,2018,1,4,22,19
2018-01-22 20:00:00,AGG ASSAULT,N,2018-01-22 20:36:00,COMMUNITY CENTER,651 N PLEASANT VALLEY RD,78702.0,3.0,CH,1,N,2018-02-01 00:00:00,30.25907965,-97.70890363,2018,1,4,22,20
2018-01-22 21:00:00,RAPE,N,2018-01-23 00:51:00,RESIDENCE / HOME,900 BLOCK E 32ND ST,78705.0,9.0,BA,1,N,2018-02-08 00:00:00,,,2018,1,4,22,21
2018-01-23 11:15:00,AGG ROBBERY/DEADLY WEAPON,N,2018-01-23 11:15:00,RESTAURANTS,5446 W US 290 HWY SVRD WB,78735.0,8.0,DA,6,C,2018-01-23 00:00:00,30.23712772,-97.84018118,2018,1,4,23,11
2018-01-23 19:03:00,AGG ASSAULT,N,2018-01-23 19:03:00,STREETS / HWY / ROAD / ALLEY,7800 RESEARCH BLVD NB,78758.0,7.0,ID,7,C,2019-05-15 00:00:00,30.37160198,-97.72303025,2018,1,4,23,19
2018-01-23 23:00:00,AGG ASSAULT,N,2018-01-24 18:57:00,RESIDENCE / HOME,1517 BLOCK RUTLAND DR,78758.0,4.0,ED,2,N,2018-03-15 00:00:00,30.37339719,-97.71260605,2018,1,4,23,23
2018-01-24 01:30:00,AGG ROBBERY/DEADLY WEAPON,N,2018-01-26 22:31:00,PARKING LOTS / GARAGE,304 MASTERSON PASS,78753.0,4.0,ED,1,C,2018-03-28 00:00:00,30.37013436,-97.68977771,2018,1,4,24,1
2018-01-24 04:24:00,AGG ASSAULT,N,2018-01-24 05:00:00,HOTEL / MOTEL / ETC.,8500 N IH 35 SB,78753.0,4.0,ED,1,C,2018-01-24 00:00:00,30.34805749,-97.69473994,2018,1,4,24,4
2018-01-24 09:45:00,AGG ROBBERY/DEADLY WEAPON,N,2018-01-24 13:56:00,BANKS / SAVINGS & LOAN,9901 N LAMAR BLVD,78753.0,4.0,ED,1,C,2018-08-17 00:00:00,30.36817381,-97.69340612,2018,1,4,24,9
2018-01-24 11:30:00,AGG ASSAULT,N,2018-01-24 11:30:00,RESIDENCE / HOME,12300 HYMEADOW DR,78750.0,6.0,AD,6,N,2018-03-27 00:00:00,30.45403435,-97.79788023,2018,1,4,24,11
2018-01-24 14:34:00,AGG ASSAULT,N,2018-01-24 14:34:00,PARKING LOTS / GARAGE,5403 CAMERON RD,78723.0,4.0,ID,5,C,2018-01-30 00:00:00,30.31181222,-97.70608102,2018,1,4,24,14
