occurred_date_time,highest_offense_description,family_violence,report_date_time,location_type,address,zip_code,council_district,apd_sector,apd_district,pra,census_tract,clearance_status,clearance_date,category_description,latitude,longitude,year,month,week,day,hour
2020-01-01 12:00:00,AGG ASLT ENHANC STRANGL/SUFFOC,True,2021-06-05 23:45:00,RESIDENCE / HOME,1501 E HOWARD LN,78754.0,7.0,ED,6,206.0,18.39,False,2021-06-24 00:00:00,Aggravated Assault,30.40514252,-97.64220838,2020.0,1.0,1.0,1.0,12.0
2020-01-01 12:10:00,DEADLY CONDUCT,False,2020-01-01 16:20:00,RESIDENCE / HOME,8916 CHINA ROSE DR,78724.0,1.0,CH,6,303.0,,False,2020-01-22 00:00:00,Aggravated Assault,30.28096073,-97.62831693,2020.0,1.0,1.0,1.0,12.0
2020-01-01 12:30:00,AGG ASLT STRANGLE/SUFFOCATE,True,2020-01-01 12:30:00,RESIDENCE / HOME,7307 E RIVERSIDE DR,78741.0,3.0,HE,5,459.0,,False,2020-02-24 00:00:00,Aggravated Assault,30.2199032,-97.69402556,2020.0,1.0,1.0,1.0,12.0
2020-01-01 22:19:00,AGG ROBBERY/DEADLY WEAPON,False,2020-01-01 22:19:00,FIELD / WOODS,7000 DECKER LN,78724.0,1.0,CH,7,302.0,,True,2020-01-21 00:00:00,Robbery,30.29674707,-97.62618511,2020.0,1.0,1.0,1.0,22.0
2020-01-01 22:30:00,ROBBERY BY ASSAULT,False,2020-01-03 15:30:00,STREETS / HWY / ROAD / ALLEY,1100 BLOCK S CONGRESS AVE,78704.0,9.0,DA,1,453.0,13.0,False,2020-02-25 00:00:00,Robbery,30.2547314,-97.74786265,2020.0,1.0,1.0,1.0,22.0
2020-01-02 02:00:00,SEXUAL ASSAULT W/ OBJECT,False,2020-01-04 11:05:00,RESIDENCE / HOME,900 BLOCK E 40TH ST,78751.0,9.0,BA,5,332.0,,False,2020-03-26 00:00:00,Rape,,,2020.0,1.0,1.0,2.0,2.0
2020-01-02 06:25:00,AGG ASSAULT FAM/DATE VIOLENCE,True,2020-01-02 06:25:00,RESIDENCE / HOME,2801 S LAKELINE BLVD,78613.0,6.0,AD,6,118.0,,False,2020-01-07 00:00:00,Aggravated Assault,30.47520268,-97.80970041,2020.0,1.0,1.0,2.0,6.0
2020-01-02 12:58:00,AGG ROBBERY/DEADLY WEAPON,False,2020-01-02 12:58:00,STREETS / HWY / ROAD / ALLEY,9100 S 1ST ST,78748.0,5.0,FR,2,542.0,,False,2020-01-21 00:00:00,Robbery,30.17203694,-97.80024593,2020.0,1.0,1.0,2.0,12.0
2020-01-02 16:30:00,AGG ASSAULT,False,2020-01-02 16:30:00,RESIDENCE / HOME,743 E OLTORF ST,78704.0,9.0,DA,2,479.0,,False,2020-01-13 00:00:00,Aggravated Assault,30.23631063,-97.747773,2020.0,1.0,1.0,2.0,16.0
2020-01-02 21:22:00,AGG ASLT STRANGLE/SUFFOCATE,True,2020-01-02 21:22:00,RESIDENCE / HOME,707 BEDFORD ST,78702.0,1.0,CH,2,416.0,8.0,True,2020-01-03 00:00:00,Aggravated Assault,30.27039387,-97.70712264,2020.0,1.0,1.0,2.0,21.0
2020-01-03 00:00:00,DEADLY CONDUCT,False,2020-01-15 10:02:00,RESIDENCE / HOME,1300 E RIVERSIDE DR,78741.0,9.0,HE,2,441.0,,False,2020-01-16 00:00:00,Aggravated Assault,30.24849791,-97.73393882,2020.0,1.0,1.0,3.0,0.0
2020-01-03 00:01:00,RAPE,False,2020-01-03 18:05:00,RESIDENCE / HOME,400 BLOCK WOODWARD ST,78704.0,3.0,DA,2,480.0,,False,2020-02-13 00:00:00,Rape,,,2020.0,1.0,1.0,3.0,0.0
2020-01-03 00:03:00,AGG ROBBERY/DEADLY WEAPON,False,2020-01-03 01:56:00,PARKING LOTS / GARAGE,1930 W RUNDBERG LN,78758.0,4.0,ED,2,236.0,18.2,False,2020-12-17 00:00:00,Robbery,30.37306027,-97.71738905,2020.0,1.0,1.0,3.0,0.0
2020-01-03 06:00:00,AGG RAPE,True,2020-01-04 20:16:00,RESIDENCE / HOME,700 BLOCK E 8TH ST,78701.0,9.0,GE,2,382.0,11.0,False,2020-03-06 00:00:00,Rape,,,2020.0,1.0,1.0,3.0,6.0
2020-01-03 07:50:00,MURDER,False,2020-01-03 07:50:00,RESTAURANTS,515 S CONGRESS AVE,78704.0,9.0,HE,1,454.0,14.0,True,2020-01-03 00:00:00,Murder,30.25608933,-97.74700892,2020.0,1.0,1.0,3.0,7.0
2020-01-03 08:52:00,AGG ROBBERY/DEADLY WEAPON,False,2020-01-03 08:52:00,PARKING LOTS / GARAGE,500 W WILLIAM CANNON DR,78745.0,2.0,FR,4,513.0,24.0,False,2020-01-29 00:00:00,Robbery,30.1965442,-97.78511194,2020.0,1.0,1.0,3.0,8.0
2020-01-03 11:55:00,AGG ASSAULT,False,2020-01-03 17:37:00,STREETS / HWY / ROAD / ALLEY,W US 290 HWY / CONVICT HILL RD,78749.0,8.0,DA,6,75.0,17.37,False,2020-01-09 00:00:00,Aggravated Assault,30.23078196,-97.87929868,2020.0,1.0,1.0,3.0,11.0
2020-01-03 12:26:00,AGG SEXUAL ASSAULT CHILD/OBJEC,True,2020-01-08 12:26:00,RESIDENCE / HOME,11900 BLOCK STONEHOLLOW DR,78758.0,7.0,AD,2,202.0,,True,2020-02-06 00:00:00,Rape,,,2020.0,1.0,1.0,3.0,12.0
2020-01-03 13:05:00,SEXUAL ASSAULT W/ OBJECT,False,2020-01-03 20:59:00,PARKING LOTS / GARAGE,1200 BLOCK W BEN WHITE BLVD SVRD WB,78704.0,5.0,DA,2,468.0,20.0,False,2020-01-10 00:00:00,Rape,,,2020.0,1.0,1.0,3.0,13.0
2020-01-03 13:40:00,AGG ASLT ENHANC STRANGL/SUFFOC,True,2020-01-03 13:40:00,RESIDENCE / HOME,12118 WALNUT PARK XING,78753.0,7.0,ED,4,205.0,,True,2020-01-03 00:00:00,Aggravated Assault,30.39295402,-97.67684845,2020.0,1.0,1.0,3.0,13.0
2020-01-03 18:41:00,AGG ASSAULT,False,2020-01-03 18:41:00,PARKING LOTS / GARAGE,5717 S IH 35 SVRD NB,78744.0,2.0,FR,8,516.0,24.19,False,2020-01-06 00:00:00,Aggravated Assault,30.19723684,-97.76334835,2020.0,1.0,1.0,3.0,18.0
2020-01-03 19:00:00,AGG ROBBERY/DEADLY WEAPON,False,2020-01-03 20:58:00,STREETS / HWY / ROAD / ALLEY,1054 SPRINGDALE RD,78721.0,1.0,CH,4,425.0,21.11,False,2020-01-03 00:00:00,Robbery,30.27185395,-97.69305203,2020.0,1.0,1.0,3.0,19.0
2020-01-03 22:29:00,AGG ASSAULT FAM/DATE VIOLENCE,True,2020-01-03 22:29:00,STREETS / HWY / ROAD / ALLEY,2507 LAKEHURST DR,78744.0,2.0,FR,8,530.0,24.27,True,2020-01-04 00:00:00,Aggravated Assault,30.18327608,-97.75513104,2020.0,1.0,1.0,3.0,22.0
2020-01-03 22:39:00,AGG ASSAULT FAM/DATE VIOLENCE,True,2020-01-04 02:21:00,RESIDENCE / HOME,841 AIRPORT BLVD,78721.0,3.0,CH,5,428.0,21.11,True,2020-01-04 00:00:00,Aggravated Assault,30.25755218,-97.69252434,2020.0,1.0,1.0,3.0,22.0
2020-01-04 00:00:00,SEXUAL ASSAULT W/ OBJECT,False,2020-01-27 22:09:00,OTHER / UNKNOWN,10300 BLOCK ENGLISH OAK DR,78748.0,5.0,FR,2,542.0,24.21,False,2020-02-03 00:00:00,Rape,,,2020.0,1.0,1.0,4.0,0.0
2020-01-04 00:01:00,RAPE,False,2020-01-06 08:45:00,RESIDENCE / HOME,800 BLOCK EMBASSY DR,78702.0,1.0,CH,2,411.0,,False,2020-10-30 00:00:00,Rape,,,2020.0,1.0,1.0,4.0,0.0
2020-01-04 00:16:00,AGG ASSAULT,False,2020-01-04 01:22:00,RESIDENCE / HOME,6820 CRESTONE RD,78744.0,2.0,HE,6,498.0,24.31,True,2020-01-04 00:00:00,Aggravated Assault,30.19845062,-97.70272044,2020.0,1.0,1.0,4.0,0.0
2020-01-04 01:00:00,AGG ASLT STRANGLE/SUFFOCATE,True,2020-01-04 01:34:00,RESIDENCE / HOME,9401 S 1ST ST,78748.0,5.0,FR,2,542.0,,True,2020-01-16 00:00:00,Aggravated Assault,30.16927235,-97.80063492,2020.0,1.0,1.0,4.0,1.0
2020-01-04 01:48:00,AGG ASSAULT,False,2020-01-04 01:49:00,BAR / NIGHT CLUB,402 E 6TH ST,78701.0,9.0,GE,2,382.0,11.0,True,2020-01-04 00:00:00,Aggravated Assault,30.26733302,-97.73899875,2020.0,1.0,1.0,4.0,1.0
2020-01-04 05:28:00,DEADLY CONDUCT,False,2020-01-04 05:28:00,RESIDENCE / HOME,1648 RUTLAND DR,78758.0,4.0,ED,2,219.0,18.21,False,2020-01-21 00:00:00,Aggravated Assault,30.37415093,-97.71180524,2020.0,1.0,1.0,4.0,5.0
2020-01-04 10:00:00,AGG ROBBERY/DEADLY WEAPON,False,2020-01-04 11:24:00,STREETS / HWY / ROAD / ALLEY,7105 N IH 35 SVRD NB,78752.0,4.0,ID,1,265.0,18.12,False,2020-02-07 00:00:00,Robbery,30.33202702,-97.70364717,2020.0,1.0,1.0,4.0,10.0
2020-01-04 12:32:00,AGG ASSAULT,False,2020-01-04 12:32:00,PARKING LOTS / GARAGE,2205 E RIVERSIDE DR,78741.0,3.0,HE,2,457.0,23.16,True,2020-02-10 00:00:00,Aggravated Assault,30.23914396,-97.72716807,2020.0,1.0,1.0,4.0,12.0
2020-01-04 12:36:00,AGG ASLT STRANGLE/SUFFOCATE,True,2020-01-04 12:36:00,RESIDENCE / HOME,841 AIRPORT BLVD,78721.0,3.0,CH,5,428.0,21.11,True,2020-01-04 00:00:00,Aggravated Assault,30.25755218,-97.69252434,2020.0,1.0,1.0,4.0,12.0
2020-01-04 13:47:00,AGG ROBBERY/DEADLY WEAPON,False,2020-01-04 13:47:00,BANKS / SAVINGS & LOAN,5700 W SLAUGHTER LN,78749.0,8.0,DA,8,94.0,17.37,False,2020-04-02 00:00:00,Robbery,30.20183065,-97.86844555,2020.0,1.0,1.0,4.0,13.0
2020-01-04 14:29:00,AGG ASSAULT,False,2020-01-04 14:29:00,FIELD / WOODS,7200 STONLEIGH PL,78744.0,2.0,FR,8,530.0,,False,2020-02-12 00:00:00,Aggravated Assault,30.17857764,-97.76301839,2020.0,1.0,1.0,4.0,14.0
2020-01-04 16:00:00,AGG ASSAULT FAM/DATE VIOLENCE,True,2021-01-26 19:45:00,RESIDENCE / HOME,1044 NORWOOD PARK BLVD,78753.0,4.0,ID,2,252.0,18.13,False,2021-02-09 00:00:00,Aggravated Assault,30.3365449,-97.69155742,2020.0,1.0,1.0,4.0,16.0
2020-01-04 19:25:00,AGG ROBBERY/DEADLY WEAPON,False,2020-01-04 20:26:00,RESTAURANTS,1910 W BEN WHITE BLVD SVRD WB,78704.0,5.0,DA,2,468.0,20.0,False,2020-11-24 00:00:00,Robbery,30.23057244,-97.78753974,2020.0,1.0,1.0,4.0,19.0
2020-01-04 20:44:00,AGG ASSAULT,False,2020-01-04 22:03:00,RESIDENCE / HOME,11500 TRINITY HILL DR,78753.0,1.0,ED,7,759.0,18.32,False,2020-03-17 00:00:00,Aggravated Assault,30.3788784,-97.67105357,2020.0,1.0,1.0,4.0,20.0
2020-01-04 21:22:00,AGG ASSAULT,False,2020-01-04 21:22:00,PARKING LOTS / GARAGE,5701 JOHNNY MORRIS RD,78724.0,1.0,CH,6,303.0,,False,2020-01-07 00:00:00,Aggravated Assault,30.29221909,-97.65192075,2020.0,1.0,1.0,4.0,21.0
2020-01-04 22:01:00,AGG ASSAULT,False,2020-01-04 22:01:00,PARK / PLAYGROUND,2410 DURWOOD ST,78704.0,3.0,DA,2,475.0,13.0,False,2020-01-07 00:00:00,Aggravated Assault,30.2408324,-97.75843452,2020.0,1.0,1.0,4.0,22.0
2020-01-04 23:06:00,RAPE,True,2020-01-04 23:06:00,RESIDENCE / HOME,1100 BLOCK REINLI ST,78723.0,4.0,ID,5,292.0,,False,2020-01-08 00:00:00,Rape,,,2020.0,1.0,1.0,4.0,23.0
2020-01-04 23:29:00,ROBBERY BY ASSAULT,False,2020-01-05 00:27:00,PARKING LOTS / GARAGE,605 MASTERSON PASS,78753.0,4.0,ED,1,240.0,,False,2020-01-30 00:00:00,Robbery,30.36920586,-97.69116707,2020.0,1.0,1.0,4.0,23.0
2020-01-05 00:41:00,AGG ASSAULT,False,2020-01-05 00:41:00,PARKING LOTS / GARAGE,15010 FM 1825 RD,78660.0,7.0,ED,6,159.0,18.57,False,2020-04-06 00:00:00,Aggravated Assault,30.44313312,-97.66588507,2020.0,1.0,1.0,5.0,0.0
2020-01-05 02:05:00,AGG ASSAULT,False,2020-01-05 02:05:00,STREETS / HWY / ROAD / ALLEY,7920 SAN FELIPE BLVD,78729.0,6.0,AD,4,168.0,,True,2020-01-20 00:00:00,Aggravated Assault,30.43854415,-97.76906383,2020.0,1.0,1.0,5.0,2.0
2020-01-05 02:16:00,DEADLY CONDUCT,False,2020-01-05 02:16:00,STREETS / HWY / ROAD / ALLEY,ATKINSON RD / GRAND CANYON DR,78752.0,4.0,ID,1,265.0,18.12,False,2020-03-19 00:00:00,Aggravated Assault,30.32499964,-97.69573828,2020.0,1.0,1.0,5.0,2.0
2020-01-05 04:32:00,AGG ASSAULT,False,2020-01-05 04:32:00,STREETS / HWY / ROAD / ALLEY,1403 S LAMAR BLVD,78704.0,5.0,DA,1,451.0,13.0,False,2020-01-07 00:00:00,Aggravated Assault,30.25247365,-97.76291093,2020.0,1.0,1.0,5.0,4.0
2020-01-05 08:26:00,RAPE OF A CHILD,False,2020-05-05 08:26:00,RESIDENCE / HOME,6200 BLOCK CAROLINE LN,78724.0,,88,88,401.0,,False,2020-10-01 00:00:00,Rape,,,2020.0,1.0,1.0,5.0,8.0
2020-01-05 12:20:00,AGG ASSAULT,False,2020-01-05 12:26:00,CHURCH / SYNAGOGUE / TEMPLE / MOSQUE,4430 MANCHACA RD,78745.0,5.0,DA,4,488.0,,True,2020-01-05 00:00:00,Aggravated Assault,30.2289768,-97.78903872,2020.0,1.0,1.0,5.0,12.0
2020-01-05 12:30:00,AGG ASSAULT,False,2020-01-05 14:53:00,STREETS / HWY / ROAD / ALLEY,METRIC BLVD / SCOFIELD LN,78727.0,7.0,ED,4,193.0,18.48,False,2020-01-14 00:00:00,Aggravated Assault,30.415143,-97.6883752,2020.0,1.0,1.0,5.0,12.0
2020-01-05 16:46:00,DEADLY CONDUCT,False,2020-01-05 16:46:00,STREETS / HWY / ROAD / ALLEY,9937 QUAIL BLVD,78758.0,4.0,ED,1,239.0,18.22,False,2020-01-13 00:00:00,Aggravated Assault,30.37145005,-97.69972061,2020.0,1.0,1.0,5.0,16.0
2020-01-05 19:22:00,AGG ASSAULT,False,2020-01-05 19:22:00,PARKING LOTS / GARAGE,8312 N IH 35 SVRD SB,78753.0,4.0,ED,1,250.0,18.0,True,2020-01-05 00:00:00,Aggravated Assault,30.34664576,-97.69657342,2020.0,1.0,1.0,5.0,19.0
2020-01-05 19:55:00,AGG ASSAULT FAM/DATE VIOLENCE,True,2020-01-05 19:55:00,RESIDENCE / HOME,6507 MOONGLOW DR,78724.0,1.0,CH,6,303.0,22.0,True,2020-01-06 00:00:00,Aggravated Assault,30.29719841,-97.64435933,2020.0,1.0,1.0,5.0,19.0
2020-01-05 20:56:00,AGG RAPE OF A CHILD,False,2020-01-05 20:56:00,RESIDENCE / HOME,1600 BLOCK ROYAL CREST DR,78741.0,3.0,HE,2,457.0,23.16,False,2020-01-05 00:00:00,Rape,,,2020.0,1.0,1.0,5.0,20.0
2020-01-05 21:10:00,AGG ROBBERY/DEADLY WEAPON,False,2020-01-06 09:56:00,STREETS / HWY / ROAD / ALLEY,1102 BLUE RIDGE DR,78753.0,4.0,ED,7,241.0,18.33,False,2020-01-10 00:00:00,Robbery,30.35646344,-97.68170996,2020.0,1.0,1.0,5.0,21.0
2020-01-05 21:35:00,ROBBERY BY ASSAULT,False,2020-01-05 21:36:00,CONVENIENCE STORE,6707 CAMERON RD,78752.0,1.0,ID,2,266.0,18.11,False,2020-04-15 00:00:00,Robbery,30.32233701,-97.69398812,2020.0,1.0,1.0,5.0,21.0
2020-01-05 23:12:00,AGG ASSAULT,False,2020-01-05 23:12:00,PARKING LOTS / GARAGE,12408 DESSAU RD,78753.0,7.0,ED,6,206.0,18.39,False,2020-02-05 00:00:00,Aggravated Assault,30.38989134,-97.64731997,2020.0,1.0,1.0,5.0,23.0
2020-01-06 01:10:00,AGG ROBBERY/DEADLY WEAPON,False,2020-01-06 01:24:00,PARKING LOTS / GARAGE,1401 E RUNDBERG LN,78753.0,4.0,ED,3,251.0,,,,Robbery,30.35162962,-97.67831952,2020.0,1.0,2.0,6.0,1.0
2020-01-06 02:50:00,AGG ROBBERY/DEADLY WEAPON,False,2020-01-06 03:39:00,RESIDENCE / HOME,11013 DEFENDER TRL,78754.0,1.0,ED,5,756.0,,,,Robbery,30.35976985,-97.64946869,2020.0,1.0,2.0,6.0,2.0
2020-01-06 07:00:00,RAPE,False,2020-01-09 00:00:00,RESIDENCE / HOME,6700 BLOCK BERKMAN DR,78723.0,1.0,ID,3,294.0,21.12,False,2020-03-03 00:00:00,Rape,,,2020.0,1.0,2.0,6.0,7.0
2020-01-06 07:00:00,AGG ASLT STRANGLE/SUFFOCATE,True,2020-01-06 19:57:00,DRUG STORE / DR. OFFICE / HOSPITAL,1201 W 38TH ST,78705.0,10.0,BA,3,344.0,,True,2020-01-16 00:00:00,Aggravated Assault,30.30490831,-97.74539945,2020.0,1.0,2.0,6.0,7.0
2020-01-06 16:45:00,AGG ASSAULT,False,2020-01-06 16:48:00,OTHER / UNKNOWN,2401 ALDRICH ST,78723.0,9.0,BA,4,900.0,3.0,False,2020-02-13 00:00:00,Aggravated Assault,30.302353,-97.70215773,2020.0,1.0,2.0,6.0,16.0
2020-01-06 18:00:00,AGG RAPE,False,2020-01-08 08:51:00,RESIDENCE / HOME,1400 BLOCK E 51ST ST,78723.0,4.0,ID,5,48.0,,False,2020-03-10 00:00:00,Rape,,,2020.0,1.0,2.0,6.0,18.0
2020-01-06 18:12:00,AGG ASSAULT,False,2020-01-06 18:12:00,RESIDENCE / HOME,2800 LYONS RD,78702.0,3.0,CH,2,423.0,8.0,False,2020-01-07 00:00:00,Aggravated Assault,30.2640271,-97.7075398,2020.0,1.0,2.0,6.0,18.0
2020-01-06 19:47:00,AGG ASLT ENHANC STRANGL/SUFFOC,True,2020-01-06 19:47:00,RESIDENCE / HOME,3424 WILLOWRUN DR,78704.0,3.0,DA,2,480.0,,True,2020-01-07 00:00:00,Aggravated Assault,30.22577663,-97.75594748,2020.0,1.0,2.0,6.0,19.0
2020-01-06 21:39:00,AGG ASSAULT FAM/DATE VIOLENCE,True,2020-01-06 21:39:00,RESIDENCE / HOME,2606 WHELESS LN,78723.0,1.0,ID,4,297.0,,True,2020-01-07 00:00:00,Aggravated Assault,30.30981334,-97.68060486,2020.0,1.0,2.0,6.0,21.0
2020-01-07 01:49:00,AGG ASSAULT,False,2020-01-07 01:49:00,STREETS / HWY / ROAD / ALLEY,408 E RUNDBERG LN,78753.0,4.0,ED,1,240.0,18.23,False,2020-03-04 00:00:00,Aggravated Assault,30.35987625,-97.69035066,2020.0,1.0,2.0,7.0,1.0
2020-01-07 11:35:00,AGG ASSAULT,False,2020-01-07 11:35:00,OTHER / UNKNOWN,E 7TH ST / N PLEASANT VALLEY RD,78702.0,3.0,CH,2,422.0,9.0,False,2020-02-12 00:00:00,Aggravated Assault,30.26012605,-97.7095025,2020.0,1.0,2.0,7.0,11.0
2020-01-07 12:15:00,AGG ASSAULT,False,2020-01-07 12:15:00,PARKING LOTS / GARAGE,710 E BEN WHITE BLVD SVRD WB,78704.0,3.0,DA,2,480.0,23.0,False,2020-02-27 00:00:00,Aggravated Assault,30.2200027,-97.75439457,2020.0,1.0,2.0,7.0,12.0
2020-01-07 12:31:00,ROBBERY BY THREAT,False,2020-01-07 13:00:00,SPECIALTY  STORE (TV  FUR ETC.),1122 AIRPORT BLVD,78702.0,3.0,CH,2,423.0,8.0,True,2020-02-07 00:00:00,Robbery,30.26623633,-97.6960573,2020.0,1.0,2.0,7.0,12.0
2020-01-07 12:31:00,ROBBERY BY ASSAULT,False,2020-01-07 12:42:00,STREETS / HWY / ROAD / ALLEY,1401 E RUNDBERG LN,78753.0,4.0,ED,3,251.0,18.13,True,2020-01-28 00:00:00,Robbery,30.35162962,-97.67831952,2020.0,1.0,2.0,7.0,12.0
2020-01-07 13:43:00,AGG ASSAULT,False,2020-01-07 13:43:00,STREETS / HWY / ROAD / ALLEY,800 E WILLIAM CANNON DR,78745.0,2.0,FR,4,515.0,24.0,False,2020-01-08 00:00:00,Aggravated Assault,30.19125044,-97.77177081,2020.0,1.0,2.0,7.0,13.0
2020-01-07 16:30:00,AGG ASSAULT,False,2020-01-07 16:30:00,PARKING LOTS / GARAGE,3811 E 12TH ST,78721.0,1.0,CH,4,424.0,21.0,False,2020-02-28 00:00:00,Aggravated Assault,30.27676798,-97.69034135,2020.0,1.0,2.0,7.0,16.0
2020-01-07 16:46:00,AGG ASSAULT FAM/DATE VIOLENCE,True,2020-01-07 16:46:00,RESIDENCE / HOME,1301 CROSSING PL,78741.0,3.0,HE,3,442.0,,True,2020-01-07 00:00:00,Aggravated Assault,30.23653703,-97.71330141,2020.0,1.0,2.0,7.0,16.0
2020-01-07 19:00:00,DEADLY CONDUCT,False,2020-01-12 16:16:00,RESIDENCE / HOME,1507 MEARNS MEADOW BLVD,78758.0,4.0,ED,2,219.0,,False,2020-01-15 00:00:00,Aggravated Assault,30.37664302,-97.70563435,2020.0,1.0,2.0,7.0,19.0
2020-01-07 20:12:00,AGG ROBBERY/DEADLY WEAPON,False,2020-01-07 20:12:00,PARKING LOTS / GARAGE,2525 W ANDERSON LN,78757.0,7.0,BA,6,259.0,15.0,False,2020-12-17 00:00:00,Robbery,30.35547011,-97.73354236,2020.0,1.0,2.0,7.0,20.0
2020-01-07 20:23:00,DEADLY CONDUCT,False,2020-01-07 20:23:00,STREETS / HWY / ROAD / ALLEY,11200 N IH 35 SVRD NB,78753.0,1.0,ED,6,206.0,18.33,False,2020-01-08 00:00:00,Aggravated Assault,30.40430987,-97.67483161,2020.0,1.0,2.0,7.0,20.0
2020-01-07 21:24:00,AGG ASSAULT FAM/DATE VIOLENCE,True,2020-01-07 21:24:00,RESIDENCE / HOME,1501 E HOWARD LN,78754.0,7.0,ED,6,206.0,18.39,True,2020-01-16 00:00:00,Aggravated Assault,30.40514252,-97.64220838,2020.0,1.0,2.0,7.0,21.0
2020-01-08 00:41:00,AGG ROBBERY/DEADLY WEAPON,False,2020-01-08 00:41:00,STREETS / HWY / ROAD / ALLEY,E 7TH ST / BRAZOS ST,78701.0,9.0,GE,2,381.0,11.0,False,2020-02-07 00:00:00,Robbery,30.26860253,-97.74111607,2020.0,1.0,2.0,8.0,0.0
2020-01-08 02:30:00,AGG ASLT STRANGLE/SUFFOCATE,True,2020-01-08 04:09:00,RESIDENCE / HOME,7201 WOOD HOLLOW DR,78731.0,10.0,BA,8,256.0,17.52,True,2020-01-08 00:00:00,Aggravated Assault,30.35633266,-97.75091436,2020.0,1.0,2.0,8.0,2.0
2020-01-08 11:01:00,AGG ASSAULT,False,2020-01-08 11:01:00,STREETS / HWY / ROAD / ALLEY,300 TRINITY ST,78701.0,9.0,GE,3,406.0,11.0,False,2020-02-26 00:00:00,Aggravated Assault,30.26477603,-97.74026195,2020.0,1.0,2.0,8.0,11.0
2020-01-08 15:56:00,AGG RAPE OF A CHILD,True,2020-01-08 15:56:00,RESIDENCE / HOME,800 BLOCK SPRINGDALE RD,78702.0,3.0,CH,2,422.0,9.0,False,2020-03-23 00:00:00,Rape,,,2020.0,1.0,2.0,8.0,15.0
2020-01-08 18:25:00,ROBBERY BY ASSAULT,False,2020-01-08 18:25:00,STREETS / HWY / ROAD / ALLEY,1934 RUTLAND DR,78758.0,4.0,ED,2,219.0,18.21,False,2020-02-13 00:00:00,Robbery,30.37972058,-97.71302423,2020.0,1.0,2.0,8.0,18.0
2020-01-08 18:34:00,AGG ASLT STRANGLE/SUFFOCATE,True,2020-01-08 18:34:00,PARKING LOTS / GARAGE,9800 N LAMAR BLVD,78758.0,4.0,ED,1,239.0,18.22,True,2020-01-08 00:00:00,Aggravated Assault,30.36792403,-97.69476733,2020.0,1.0,2.0,8.0,18.0
